Using cache found in /home/luke/.cache/torch/hub/pytorch_vision_v0.10.0
cudaStreamIsCapturing() [time: 777.195 ms, acc_time: 777.195 ms]

cudaMalloc(D0 (0x7f5fc7000000), 200000 bytes)

cudaMemcpyAsync(cudaMemcpyHostToDevice) D0(0x7f5fc7000000) <- H0(0x5617b2187980), 93000 bytes) [time: 0.049 ms, acc_time: 777.244 ms]
cudaMemcpyAsync(cudaMemcpyHostToDevice) D21(0x7f5fc7101600) <- H21(0x5617ae4a8c00), 400 bytes) [time: 0.002 ms, acc_time: 777.325 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D22(0x7f5fc7101a00) <- H22(0x5617ae4a9240), 400 bytes) [time: 0.002 ms, acc_time: 777.327 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D23(0x7f5fc7101e00) <- H23(0x5617ae4a9740), 400 bytes) [time: 0.002 ms, acc_time: 777.329 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D24(0x7f5fc7102200) <- H24(0x5617ae4a9c00), 8 bytes) [time: 0.002 ms, acc_time: 777.331 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D25(0x7f5fc7102400) <- H25(0x5617ae430540), 10000 bytes) [time: 0.007 ms, acc_time: 777.338 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D26(0x7f5fc7112400) <- H26(0x5617ae440980), 400 bytes) [time: 0.003 ms, acc_time: 777.341 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D27(0x7f5fc7112800) <- H27(0x5617ae440fc0), 400 bytes) [time: 0.002 ms, acc_time: 777.343 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D28(0x7f5fc7112c00) <- H28(0x5617ae441640), 400 bytes) [time: 0.002 ms, acc_time: 777.345 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D29(0x7f5fc7113000) <- H29(0x5617ae441b40), 400 bytes) [time: 0.002 ms, acc_time: 777.347 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D30(0x7f5fc7113400) <- H30(0x5617ae442000), 8 bytes) [time: 0.002 ms, acc_time: 777.349 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D31(0x7f5fc7113600) <- H31(0x5617ae4a9e80), 40000 bytes) [time: 0.019 ms, acc_time: 777.368 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D32(0x7f5fc7153600) <- H32(0x5617ae4ea2c0), 400 bytes) [time: 0.003 ms, acc_time: 777.371 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D33(0x7f5fc7153a00) <- H33(0x5617ae4ea8c0), 400 bytes) [time: 0.002 ms, acc_time: 777.373 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D34(0x7f5fc7153e00) <- H34(0x5617ae4eaf40), 400 bytes) [time: 0.002 ms, acc_time: 777.375 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D35(0x7f5fc7154200) <- H35(0x5617ae4eb440), 400 bytes) [time: 0.002 ms, acc_time: 777.377 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D36(0x7f5fc7154600) <- H36(0x5617ae4eb900), 8 bytes) [time: 0.002 ms, acc_time: 777.379 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D37(0x7f5fc7154800) <- H37(0x5617ae4ebb80), 12000 bytes) [time: 0.008 ms, acc_time: 777.387 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D38(0x7f5fc7166800) <- H38(0x5617ae4fdf80), 400 bytes) [time: 0.003 ms, acc_time: 777.39 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D39(0x7f5fc7166c00) <- H39(0x5617ae4fe600), 400 bytes) [time: 0.003 ms, acc_time: 777.393 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D40(0x7f5fc7167000) <- H40(0x5617ae4fec40), 400 bytes) [time: 0.002 ms, acc_time: 777.395 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D41(0x7f5fc7167400) <- H41(0x5617ae4ff140), 400 bytes) [time: 0.002 ms, acc_time: 777.397 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D42(0x7f5fc7167800) <- H42(0x5617ae4ff5c0), 8 bytes) [time: 0.002 ms, acc_time: 777.399 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D43(0x7f5fc7167a00) <- H43(0x5617ae4ff840), 40000 bytes) [time: 0.019 ms, acc_time: 777.418 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D44(0x7f5fc71a7a00) <- H44(0x5617ae53fc00), 400 bytes) [time: 0.003 ms, acc_time: 777.421 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D45(0x7f5fc71a7e00) <- H45(0x5617ae540240), 400 bytes) [time: 0.002 ms, acc_time: 777.423 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D46(0x7f5fc71a8200) <- H46(0x5617ae540900), 400 bytes) [time: 0.002 ms, acc_time: 777.425 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D47(0x7f5fc71a8600) <- H47(0x5617ae540d80), 400 bytes) [time: 0.002 ms, acc_time: 777.427 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D48(0x7f5fc71a8a00) <- H48(0x5617ae541240), 8 bytes) [time: 0.002 ms, acc_time: 777.429 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D49(0x7f5fc71a8c00) <- H49(0x5617ae541b40), 40000 bytes) [time: 0.019 ms, acc_time: 777.448 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D50(0x7f5fc71e8c00) <- H50(0x5617ae581f80), 400 bytes) [time: 0.003 ms, acc_time: 777.451 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D51(0x7f5fc71e9000) <- H51(0x5617ae582580), 400 bytes) [time: 0.002 ms, acc_time: 777.453 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D52(0x7f5fc71e9400) <- H52(0x5617ae582c00), 400 bytes) [time: 0.002 ms, acc_time: 777.455 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D53(0x7f5fc71e9800) <- H53(0x5617ae583100), 400 bytes) [time: 0.002 ms, acc_time: 777.457 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D54(0x7f5fc71e9c00) <- H54(0x5617ae5835c0), 8 bytes) [time: 0.002 ms, acc_time: 777.459 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D55(0x7f5fc71e9e00) <- H55(0x5617ae583840), 12000 bytes) [time: 0.008 ms, acc_time: 777.467 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D56(0x7f5fc71fbe00) <- H56(0x5617ae595c40), 400 bytes) [time: 0.003 ms, acc_time: 777.47 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D57(0x7f5fc71fc200) <- H57(0x5617ae5962c0), 400 bytes) [time: 0.002 ms, acc_time: 777.472 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D58(0x7f5fc71fc600) <- H58(0x5617ae596900), 400 bytes) [time: 0.002 ms, acc_time: 777.474 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D59(0x7f5fc71fca00) <- H59(0x5617ae596e00), 400 bytes) [time: 0.002 ms, acc_time: 777.476 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D60(0x7f5fc71fce00) <- H60(0x5617ae597280), 8 bytes) [time: 0.002 ms, acc_time: 777.478 ms]

cudaStreamIsCapturing() [time: 0 ms, acc_time: 777.478 ms]

cudaMalloc(D61 (0x7f5fc7200000), 200000 bytes)

cudaMemcpyAsync(cudaMemcpyHostToDevice) D61(0x7f5fc7200000) <- H61(0x5617ae597500), 40000 bytes) [time: 0.021 ms, acc_time: 777.499 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D62(0x7f5fc71fd000) <- H62(0x5617ae5d78c0), 400 bytes) [time: 0.003 ms, acc_time: 777.502 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D63(0x7f5fc71fd400) <- H63(0x5617ae5d7f00), 400 bytes) [time: 0.002 ms, acc_time: 777.504 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D64(0x7f5fc71fd800) <- H64(0x5617ae5d85c0), 400 bytes) [time: 0.002 ms, acc_time: 777.506 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D65(0x7f5fc71fdc00) <- H65(0x5617ae5d8a40), 400 bytes) [time: 0.002 ms, acc_time: 777.508 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D66(0x7f5fc71fe000) <- H66(0x5617ae5d8f00), 8 bytes) [time: 0.002 ms, acc_time: 777.51 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D67(0x7f5fc7240000) <- H67(0x5617ae65c0c0), 80000 bytes) [time: 0.034 ms, acc_time: 777.544 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D68(0x7f5fc71fe200) <- H68(0x5617ae6dc440), 800 bytes) [time: 0.003 ms, acc_time: 777.547 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D69(0x7f5fc71fea00) <- H69(0x5617ae6dcec0), 800 bytes) [time: 0.002 ms, acc_time: 777.549 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D70(0x7f5fc71ff200) <- H70(0x5617ae6dd900), 800 bytes) [time: 0.002 ms, acc_time: 777.551 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D71(0x7f5fc72c0000) <- H71(0x5617ae6de200), 800 bytes) [time: 0.002 ms, acc_time: 777.553 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D72(0x7f5fc71ffa00) <- H72(0x5617ae6dea80), 8 bytes) [time: 0.002 ms, acc_time: 777.555 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D73(0x7f5fc72c0800) <- H73(0x5617ae6ded00), 48000 bytes) [time: 0.02 ms, acc_time: 777.575 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D74(0x7f5fc7308800) <- H74(0x5617ae7270c0), 800 bytes) [time: 0.003 ms, acc_time: 777.578 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D75(0x7f5fc7309000) <- H75(0x5617ae727b00), 800 bytes) [time: 0.002 ms, acc_time: 777.58 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D76(0x7f5fc7309800) <- H76(0x5617ae7285c0), 800 bytes) [time: 0.002 ms, acc_time: 777.582 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D77(0x7f5fc730a000) <- H77(0x5617ae728e40), 800 bytes) [time: 0.002 ms, acc_time: 777.584 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D78(0x7f5fc71ffc00) <- H78(0x5617ae729700), 8 bytes) [time: 0.002 ms, acc_time: 777.586 ms]

cudaStreamIsCapturing() [time: 0 ms, acc_time: 777.586 ms]

cudaMalloc(D79 (0x7f5fc7400000), 200000 bytes)

cudaMemcpyAsync(cudaMemcpyHostToDevice) D79(0x7f5fc7400000) <- H79(0x5617ae729980), 100000 bytes) [time: 0.065 ms, acc_time: 777.651 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D80(0x7f5fc730a800) <- H80(0x5617ae829d80), 800 bytes) [time: 0.003 ms, acc_time: 777.654 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D81(0x7f5fc730b000) <- H81(0x5617ae82a800), 800 bytes) [time: 0.002 ms, acc_time: 777.656 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D82(0x7f5fc730b800) <- H82(0x5617ae82b240), 800 bytes) [time: 0.002 ms, acc_time: 777.658 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D83(0x7f5fc730c000) <- H83(0x5617ae82bb40), 800 bytes) [time: 0.002 ms, acc_time: 777.66 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D84(0x7f5fc71ffe00) <- H84(0x5617ae82c3c0), 8 bytes) [time: 0.002 ms, acc_time: 777.662 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D85(0x7f5fc730c800) <- H85(0x5617ae5d9180), 80000 bytes) [time: 0.034 ms, acc_time: 777.696 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D86(0x7f5fc738c800) <- H86(0x5617ae659580), 800 bytes) [time: 0.003 ms, acc_time: 777.699 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D87(0x7f5fc738d000) <- H87(0x5617ae65a000), 800 bytes) [time: 0.003 ms, acc_time: 777.702 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D88(0x7f5fc738d800) <- H88(0x5617ae65aa40), 800 bytes) [time: 0.002 ms, acc_time: 777.704 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D89(0x7f5fc738e000) <- H89(0x5617ae65b340), 800 bytes) [time: 0.002 ms, acc_time: 777.706 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D90(0x7f5fc738e800) <- H90(0x5617ae65bbc0), 8 bytes) [time: 0.002 ms, acc_time: 777.708 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D91(0x7f5fc7500000) <- H91(0x5617ae82c8c0), 100000 bytes) [time: 0.064 ms, acc_time: 777.772 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D92(0x7f5fc738ea00) <- H92(0x5617ae92cc40), 800 bytes) [time: 0.003 ms, acc_time: 777.775 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D93(0x7f5fc738f200) <- H93(0x5617ae92d6c0), 800 bytes) [time: 0.002 ms, acc_time: 777.777 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D94(0x7f5fc738fa00) <- H94(0x5617ae92e100), 800 bytes) [time: 0.002 ms, acc_time: 777.779 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D95(0x7f5fc7390200) <- H95(0x5617ae92ea00), 800 bytes) [time: 0.002 ms, acc_time: 777.781 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D96(0x7f5fc7390a00) <- H96(0x5617ae92f280), 8 bytes) [time: 0.002 ms, acc_time: 777.783 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D97(0x7f5fc7390c00) <- H97(0x5617ae92f500), 48000 bytes) [time: 0.021 ms, acc_time: 777.804 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D98(0x7f5fc73d8c00) <- H98(0x5617ae9778c0), 800 bytes) [time: 0.003 ms, acc_time: 777.807 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D99(0x7f5fc73d9400) <- H99(0x5617ae978300), 800 bytes) [time: 0.002 ms, acc_time: 777.809 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D100(0x7f5fc73d9c00) <- H100(0x5617ae978dc0), 800 bytes) [time: 0.002 ms, acc_time: 777.811 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D101(0x7f5fc73da400) <- H101(0x5617ae979640), 800 bytes) [time: 0.002 ms, acc_time: 777.813 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D102(0x7f5fc73dac00) <- H102(0x5617ae979f00), 8 bytes) [time: 0.002 ms, acc_time: 777.815 ms]

cudaStreamIsCapturing() [time: 0 ms, acc_time: 777.815 ms]

cudaMalloc(D103 (0x7f5fc7600000), 200000 bytes)

cudaMemcpyAsync(cudaMemcpyHostToDevice) D103(0x7f5fc7600000) <- H103(0x5617ae97a180), 100000 bytes) [time: 0.074 ms, acc_time: 777.889 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D104(0x7f5fc73dae00) <- H104(0x5617aea7a580), 800 bytes) [time: 0.003 ms, acc_time: 777.892 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D105(0x7f5fc73db600) <- H105(0x5617aea7b000), 800 bytes) [time: 0.003 ms, acc_time: 777.895 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D106(0x7f5fc73dbe00) <- H106(0x5617aea7ba40), 800 bytes) [time: 0.002 ms, acc_time: 777.897 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D107(0x7f5fc73dc600) <- H107(0x5617aea7c340), 800 bytes) [time: 0.002 ms, acc_time: 777.899 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D108(0x7f5fc73dce00) <- H108(0x5617aea7cbc0), 8 bytes) [time: 0.002 ms, acc_time: 777.901 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D109(0x7f5fc7700000) <- H109(0x5617aea7d0c0), 100000 bytes) [time: 0.064 ms, acc_time: 777.965 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D110(0x7f5fc73dd000) <- H110(0x5617aeb7d7c0), 800 bytes) [time: 0.003 ms, acc_time: 777.968 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D111(0x7f5fc73dd800) <- H111(0x5617aeb7e200), 800 bytes) [time: 0.002 ms, acc_time: 777.97 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D112(0x7f5fc73de000) <- H112(0x5617aeb7ecc0), 800 bytes) [time: 0.002 ms, acc_time: 777.972 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D113(0x7f5fc73de800) <- H113(0x5617aeb7f540), 800 bytes) [time: 0.002 ms, acc_time: 777.974 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D114(0x7f5fc73df000) <- H114(0x5617aeb7fe00), 8 bytes) [time: 0.002 ms, acc_time: 777.976 ms]

cudaStreamIsCapturing() [time: 0 ms, acc_time: 777.976 ms]

cudaMalloc(D115 (0x7f5fc7800000), 200000 bytes)

cudaMemcpyAsync(cudaMemcpyHostToDevice) D115(0x7f5fc7800000) <- H115(0x5617aeb80080), 48000 bytes) [time: 0.022 ms, acc_time: 777.998 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D116(0x7f5fc73df200) <- H116(0x5617aebc8480), 800 bytes) [time: 0.003 ms, acc_time: 778.001 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D117(0x7f5fc73dfa00) <- H117(0x5617aebc8f00), 800 bytes) [time: 0.003 ms, acc_time: 778.004 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D118(0x7f5fc73e0200) <- H118(0x5617aebc9940), 800 bytes) [time: 0.002 ms, acc_time: 778.006 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D119(0x7f5fc73e0a00) <- H119(0x5617aebca240), 800 bytes) [time: 0.002 ms, acc_time: 778.008 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D120(0x7f5fc73e1200) <- H120(0x5617aebcaac0), 8 bytes) [time: 0.002 ms, acc_time: 778.01 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D121(0x7f5fc7848000) <- H121(0x5617aebcad40), 100000 bytes) [time: 0.067 ms, acc_time: 778.077 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D122(0x7f5fc73e1400) <- H122(0x5617aeccb100), 800 bytes) [time: 0.003 ms, acc_time: 778.08 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D123(0x7f5fc73e1c00) <- H123(0x5617aeccbb40), 800 bytes) [time: 0.003 ms, acc_time: 778.083 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D124(0x7f5fc73e2400) <- H124(0x5617aeccc600), 800 bytes) [time: 0.002 ms, acc_time: 778.085 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D125(0x7f5fc73e2c00) <- H125(0x5617aeccce80), 800 bytes) [time: 0.002 ms, acc_time: 778.087 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D126(0x7f5fc73e3400) <- H126(0x5617aeccd740), 8 bytes) [time: 0.002 ms, acc_time: 778.089 ms]

cudaStreamIsCapturing() [time: 0 ms, acc_time: 778.089 ms]

cudaMalloc(D127 (0x7f5fc7a00000), 200000 bytes)

cudaMemcpyAsync(cudaMemcpyHostToDevice) D127(0x7f5fc7a00000) <- H127(0x5617aeccdc00), 100000 bytes) [time: 0.065 ms, acc_time: 778.154 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D128(0x7f5fc73e3600) <- H128(0x5617aedce040), 800 bytes) [time: 0.003 ms, acc_time: 778.157 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D129(0x7f5fc73e3e00) <- H129(0x5617aedcea80), 800 bytes) [time: 0.002 ms, acc_time: 778.159 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D130(0x7f5fc73e4600) <- H130(0x5617aedcf500), 800 bytes) [time: 0.002 ms, acc_time: 778.161 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D131(0x7f5fc73e4e00) <- H131(0x5617aedcfe00), 800 bytes) [time: 0.002 ms, acc_time: 778.163 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D132(0x7f5fc73e5600) <- H132(0x5617aedd06c0), 8 bytes) [time: 0.002 ms, acc_time: 778.165 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D133(0x7f5fc7948000) <- H133(0x5617aedd0940), 48000 bytes) [time: 0.02 ms, acc_time: 778.185 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D134(0x7f5fc73e5800) <- H134(0x5617aee18d40), 800 bytes) [time: 0.003 ms, acc_time: 778.188 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D135(0x7f5fc73e6000) <- H135(0x5617aee197c0), 800 bytes) [time: 0.002 ms, acc_time: 778.19 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D136(0x7f5fc73e6800) <- H136(0x5617aee1a200), 800 bytes) [time: 0.002 ms, acc_time: 778.192 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D137(0x7f5fc73e7000) <- H137(0x5617aee1ab00), 800 bytes) [time: 0.002 ms, acc_time: 778.194 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D138(0x7f5fc73e7800) <- H138(0x5617aee1b380), 8 bytes) [time: 0.002 ms, acc_time: 778.196 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D139(0x7f5fc7b00000) <- H139(0x5617aee1b600), 100000 bytes) [time: 0.064 ms, acc_time: 778.26 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D140(0x7f5fc73e7a00) <- H140(0x5617aef1b9c0), 800 bytes) [time: 0.003 ms, acc_time: 778.263 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D141(0x7f5fc73e8200) <- H141(0x5617aef1c400), 800 bytes) [time: 0.002 ms, acc_time: 778.265 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D142(0x7f5fc73e8a00) <- H142(0x5617aef1cec0), 800 bytes) [time: 0.002 ms, acc_time: 778.267 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D143(0x7f5fc73e9200) <- H143(0x5617aef1d740), 800 bytes) [time: 0.002 ms, acc_time: 778.269 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D144(0x7f5fc73e9a00) <- H144(0x5617aef1e000), 8 bytes) [time: 0.002 ms, acc_time: 778.271 ms]

cudaStreamIsCapturing() [time: 0 ms, acc_time: 778.271 ms]

cudaMalloc(D145 (0x7f5fc4000000), 1400000 bytes)

cudaMemcpyAsync(cudaMemcpyHostToDevice) D145(0x7f5fc4000000) <- H145(0x7f604ad93040), 200000 bytes) [time: 0.15 ms, acc_time: 778.421 ms]

