Using cache found in /home/luke/.cache/torch/hub/pytorch_vision_v0.10.0
cudaStreamIsCapturing() [time: 775.442 ms, acc_time: 775.442 ms]

cudaMalloc(D0 (0x7f00e7000000), 200000 bytes)

cudaMemcpyAsync(cudaMemcpyHostToDevice) D0(0x7f00e7000000) <- H0(0x556862b17980), 93000 bytes) [time: 0.052 ms, acc_time: 775.494 ms]
cudaMemcpyAsync(cudaMemcpyHostToDevice) D74(0x7f00e71bdc00) <- H74(0x5568616ea800), 400 bytes) [time: 0.003 ms, acc_time: 775.739 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D75(0x7f00e71be000) <- H75(0x5568616eae80), 400 bytes) [time: 0.002 ms, acc_time: 775.741 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D76(0x7f00e71be400) <- H76(0x5568616eb4c0), 400 bytes) [time: 0.002 ms, acc_time: 775.743 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D77(0x7f00e71be800) <- H77(0x5568616eb9c0), 400 bytes) [time: 0.002 ms, acc_time: 775.745 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D78(0x7f00e71bec00) <- H78(0x5568616ebe40), 8 bytes) [time: 0.002 ms, acc_time: 775.747 ms]

cudaStreamIsCapturing() [time: 0 ms, acc_time: 775.747 ms]

cudaMalloc(D79 (0x7f00e7200000), 200000 bytes)

cudaMemcpyAsync(cudaMemcpyHostToDevice) D79(0x7f00e7200000) <- H79(0x5568616ec0c0), 80000 bytes) [time: 0.035 ms, acc_time: 775.782 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D80(0x7f00e71bee00) <- H80(0x55686176c480), 800 bytes) [time: 0.003 ms, acc_time: 775.785 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D81(0x7f00e71bf600) <- H81(0x55686176cec0), 800 bytes) [time: 0.002 ms, acc_time: 775.787 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D82(0x7f00e71bfe00) <- H82(0x55686176d980), 800 bytes) [time: 0.002 ms, acc_time: 775.789 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D83(0x7f00e71c0600) <- H83(0x55686176e200), 800 bytes) [time: 0.002 ms, acc_time: 775.791 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D84(0x7f00e71c0e00) <- H84(0x55686176eac0), 8 bytes) [time: 0.002 ms, acc_time: 775.793 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D85(0x7f00e7280000) <- H85(0x556861613800), 80000 bytes) [time: 0.034 ms, acc_time: 775.827 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D86(0x7f00e71c1000) <- H86(0x556861693bc0), 800 bytes) [time: 0.003 ms, acc_time: 775.83 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D87(0x7f00e71c1800) <- H87(0x556861694600), 800 bytes) [time: 0.002 ms, acc_time: 775.832 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D88(0x7f00e71c2000) <- H88(0x5568616950c0), 800 bytes) [time: 0.002 ms, acc_time: 775.834 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D89(0x7f00e71c2800) <- H89(0x556861695940), 800 bytes) [time: 0.002 ms, acc_time: 775.836 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D90(0x7f00e71c3000) <- H90(0x556861696200), 8 bytes) [time: 0.002 ms, acc_time: 775.838 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D91(0x7f00e7300000) <- H91(0x55686176ef80), 80000 bytes) [time: 0.035 ms, acc_time: 775.873 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D92(0x7f00e71c3200) <- H92(0x5568617ef3c0), 400 bytes) [time: 0.003 ms, acc_time: 775.876 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D93(0x7f00e71c3600) <- H93(0x5568617efa00), 400 bytes) [time: 0.003 ms, acc_time: 775.879 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D94(0x7f00e71c3a00) <- H94(0x5568617f0080), 400 bytes) [time: 0.002 ms, acc_time: 775.881 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D95(0x7f00e71c3e00) <- H95(0x5568617f0580), 400 bytes) [time: 0.002 ms, acc_time: 775.883 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D96(0x7f00e71c4200) <- H96(0x5568617f0a40), 8 bytes) [time: 0.002 ms, acc_time: 775.885 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D97(0x7f00e71c4400) <- H97(0x5568617f0cc0), 12000 bytes) [time: 0.008 ms, acc_time: 775.893 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D98(0x7f00e71d6400) <- H98(0x5568618030c0), 400 bytes) [time: 0.003 ms, acc_time: 775.896 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D99(0x7f00e71d6800) <- H99(0x556861803740), 400 bytes) [time: 0.002 ms, acc_time: 775.898 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D100(0x7f00e71d6c00) <- H100(0x556861803d80), 400 bytes) [time: 0.002 ms, acc_time: 775.9 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D101(0x7f00e71d7000) <- H101(0x556861804280), 400 bytes) [time: 0.002 ms, acc_time: 775.902 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D102(0x7f00e71d7400) <- H102(0x556861804700), 8 bytes) [time: 0.002 ms, acc_time: 775.904 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D103(0x7f00e7380000) <- H103(0x556861804980), 80000 bytes) [time: 0.033 ms, acc_time: 775.937 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D104(0x7f00e71d7600) <- H104(0x556861884d40), 800 bytes) [time: 0.003 ms, acc_time: 775.94 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D105(0x7f00e71d7e00) <- H105(0x556861885780), 800 bytes) [time: 0.002 ms, acc_time: 775.942 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D106(0x7f00e71d8600) <- H106(0x556861886240), 800 bytes) [time: 0.002 ms, acc_time: 775.944 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D107(0x7f00e71d8e00) <- H107(0x556861886ac0), 800 bytes) [time: 0.002 ms, acc_time: 775.946 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D108(0x7f00e71d9600) <- H108(0x556861887380), 8 bytes) [time: 0.002 ms, acc_time: 775.948 ms]

cudaStreamIsCapturing() [time: 0 ms, acc_time: 775.948 ms]

cudaMalloc(D109 (0x7f00e7400000), 200000 bytes)

cudaMemcpyAsync(cudaMemcpyHostToDevice) D109(0x7f00e7400000) <- H109(0x556861887840), 80000 bytes) [time: 0.037 ms, acc_time: 775.985 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D110(0x7f00e71d9800) <- H110(0x556861907fc0), 400 bytes) [time: 0.003 ms, acc_time: 775.988 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D111(0x7f00e71d9c00) <- H111(0x556861908640), 400 bytes) [time: 0.002 ms, acc_time: 775.99 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D112(0x7f00e71da000) <- H112(0x556861908c80), 400 bytes) [time: 0.002 ms, acc_time: 775.992 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D113(0x7f00e71da400) <- H113(0x556861909180), 400 bytes) [time: 0.002 ms, acc_time: 775.994 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D114(0x7f00e71da800) <- H114(0x556861909600), 8 bytes) [time: 0.002 ms, acc_time: 775.996 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D115(0x7f00e71daa00) <- H115(0x556861909880), 12000 bytes) [time: 0.008 ms, acc_time: 776.004 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D116(0x7f00e71eca00) <- H116(0x55686191bc40), 400 bytes) [time: 0.002 ms, acc_time: 776.006 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D117(0x7f00e71ece00) <- H117(0x55686191c280), 400 bytes) [time: 0.002 ms, acc_time: 776.008 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D118(0x7f00e71ed200) <- H118(0x55686191c940), 400 bytes) [time: 0.002 ms, acc_time: 776.01 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D119(0x7f00e71ed600) <- H119(0x55686191cdc0), 400 bytes) [time: 0.002 ms, acc_time: 776.012 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D120(0x7f00e71eda00) <- H120(0x55686191d280), 8 bytes) [time: 0.002 ms, acc_time: 776.014 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D121(0x7f00e7480000) <- H121(0x55686191d500), 80000 bytes) [time: 0.036 ms, acc_time: 776.05 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D122(0x7f00e71edc00) <- H122(0x55686199d900), 800 bytes) [time: 0.003 ms, acc_time: 776.053 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D123(0x7f00e71ee400) <- H123(0x55686199e380), 800 bytes) [time: 0.002 ms, acc_time: 776.055 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D124(0x7f00e71eec00) <- H124(0x55686199edc0), 800 bytes) [time: 0.002 ms, acc_time: 776.057 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D125(0x7f00e71ef400) <- H125(0x55686199f6c0), 800 bytes) [time: 0.002 ms, acc_time: 776.059 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D126(0x7f00e71efc00) <- H126(0x55686199ff40), 8 bytes) [time: 0.002 ms, acc_time: 776.061 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D127(0x7f00e7500000) <- H127(0x5568619a0440), 80000 bytes) [time: 0.033 ms, acc_time: 776.094 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D128(0x7f00e71efe00) <- H128(0x556861a207c0), 400 bytes) [time: 0.003 ms, acc_time: 776.097 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D129(0x7f00e71f0200) <- H129(0x556861a20e40), 400 bytes) [time: 0.002 ms, acc_time: 776.099 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D130(0x7f00e71f0600) <- H130(0x556861a21480), 400 bytes) [time: 0.002 ms, acc_time: 776.101 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D131(0x7f00e71f0a00) <- H131(0x556861a21980), 400 bytes) [time: 0.002 ms, acc_time: 776.103 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D132(0x7f00e71f0e00) <- H132(0x556861a21e00), 8 bytes) [time: 0.002 ms, acc_time: 776.105 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D133(0x7f00e7580000) <- H133(0x556861a22080), 12000 bytes) [time: 0.008 ms, acc_time: 776.113 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D134(0x7f00e71f1000) <- H134(0x556861a34440), 400 bytes) [time: 0.003 ms, acc_time: 776.116 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D135(0x7f00e71f1400) <- H135(0x556861a34a80), 400 bytes) [time: 0.002 ms, acc_time: 776.118 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D136(0x7f00e71f1800) <- H136(0x556861a35140), 400 bytes) [time: 0.002 ms, acc_time: 776.12 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D137(0x7f00e71f1c00) <- H137(0x556861a355c0), 400 bytes) [time: 0.002 ms, acc_time: 776.122 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D138(0x7f00e71f2000) <- H138(0x556861a35a80), 8 bytes) [time: 0.002 ms, acc_time: 776.124 ms]

cudaStreamIsCapturing() [time: 0 ms, acc_time: 776.124 ms]

cudaMalloc(D139 (0x7f00e7600000), 200000 bytes)

cudaMemcpyAsync(cudaMemcpyHostToDevice) D139(0x7f00e7600000) <- H139(0x556861a35d00), 80000 bytes) [time: 0.035 ms, acc_time: 776.159 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D140(0x7f00e71f2200) <- H140(0x556861ab6100), 800 bytes) [time: 0.003 ms, acc_time: 776.162 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D141(0x7f00e71f2a00) <- H141(0x556861ab6b80), 800 bytes) [time: 0.002 ms, acc_time: 776.164 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D142(0x7f00e71f3200) <- H142(0x556861ab75c0), 800 bytes) [time: 0.002 ms, acc_time: 776.166 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D143(0x7f00e71f3a00) <- H143(0x556861ab7ec0), 800 bytes) [time: 0.002 ms, acc_time: 776.168 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D144(0x7f00e71f4200) <- H144(0x556861ab8740), 8 bytes) [time: 0.002 ms, acc_time: 776.17 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D145(0x7f00e7680000) <- H145(0x556861abd800), 100000 bytes) [time: 0.064 ms, acc_time: 776.234 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D146(0x7f00e71f4400) <- H146(0x556861bbdc40), 800 bytes) [time: 0.003 ms, acc_time: 776.237 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D147(0x7f00e71f4c00) <- H147(0x556861bbe680), 800 bytes) [time: 0.002 ms, acc_time: 776.239 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D148(0x7f00e71f5400) <- H148(0x556861bbf100), 800 bytes) [time: 0.003 ms, acc_time: 776.242 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D149(0x7f00e71f5c00) <- H149(0x556861bbfa00), 800 bytes) [time: 0.002 ms, acc_time: 776.244 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D150(0x7f00e71f6400) <- H150(0x556861bc02c0), 8 bytes) [time: 0.002 ms, acc_time: 776.246 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D151(0x7f00e7592000) <- H151(0x556861bc0540), 48000 bytes) [time: 0.02 ms, acc_time: 776.266 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D152(0x7f00e71f6600) <- H152(0x556861c08940), 800 bytes) [time: 0.003 ms, acc_time: 776.269 ms]

