Using cache found in /home/luke/.cache/torch/hub/hustvl_yolop_main
cudaStreamIsCapturing() [time: 797.85 ms, acc_time: 797.85 ms]

cudaMalloc(D0 (0x7f6367000000), 200000 bytes)

cudaMemcpyAsync(cudaMemcpyHostToDevice) D0(0x7f6367000000) <- H0(0x557091c15c40), 3600 bytes) [time: 0.012 ms, acc_time: 797.862 ms]
cudaMemcpyAsync(cudaMemcpyHostToDevice) D41(0x7f636702c800) <- H41(0x557092ac79c0), 80 bytes) [time: 0.002 ms, acc_time: 797.969 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D42(0x7f636702ca00) <- H42(0x5570940ace40), 8 bytes) [time: 0.002 ms, acc_time: 797.971 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D43(0x7f636702cc00) <- H43(0x557092f22740), 48000 bytes) [time: 0.023 ms, acc_time: 797.994 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D44(0x7f6367074c00) <- H44(0x557091c22bc0), 200 bytes) [time: 0.003 ms, acc_time: 797.997 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D45(0x7f6367074e00) <- H45(0x557091c23080), 200 bytes) [time: 0.002 ms, acc_time: 797.999 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D46(0x7f6367075000) <- H46(0x557091c23500), 200 bytes) [time: 0.002 ms, acc_time: 798.001 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D47(0x7f6367075200) <- H47(0x557091c23800), 200 bytes) [time: 0.002 ms, acc_time: 798.003 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D48(0x7f6367075400) <- H48(0x557094185a00), 8 bytes) [time: 0.002 ms, acc_time: 798.005 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D49(0x7f6367075600) <- H49(0x557092f6a780), 8000 bytes) [time: 0.006 ms, acc_time: 798.011 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D50(0x7f636707d600) <- H50(0x557092ded7c0), 100 bytes) [time: 0.003 ms, acc_time: 798.014 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D51(0x7f636707d800) <- H51(0x557092b9bd80), 100 bytes) [time: 0.002 ms, acc_time: 798.016 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D52(0x7f636707da00) <- H52(0x557092df8c40), 100 bytes) [time: 0.002 ms, acc_time: 798.018 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D53(0x7f636707dc00) <- H53(0x557092dfed40), 100 bytes) [time: 0.002 ms, acc_time: 798.02 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D54(0x7f636707de00) <- H54(0x5570942f5600), 8 bytes) [time: 0.002 ms, acc_time: 798.022 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D55(0x7f636707e000) <- H55(0x557092f727c0), 8000 bytes) [time: 0.006 ms, acc_time: 798.028 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D56(0x7f6367086000) <- H56(0x557092f7a800), 4000 bytes) [time: 0.004 ms, acc_time: 798.032 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D57(0x7f636708a000) <- H57(0x557092f7e840), 10000 bytes) [time: 0.01 ms, acc_time: 798.042 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D58(0x7f636709a000) <- H58(0x557091c23d00), 200 bytes) [time: 0.003 ms, acc_time: 798.045 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D59(0x7f636709a200) <- H59(0x557091c24140), 200 bytes) [time: 0.002 ms, acc_time: 798.047 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D60(0x7f636709a400) <- H60(0x557091c245c0), 200 bytes) [time: 0.002 ms, acc_time: 798.049 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D61(0x7f636709a600) <- H61(0x557092f8e8c0), 200 bytes) [time: 0.002 ms, acc_time: 798.051 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D62(0x7f636709a800) <- H62(0x557094136800), 8 bytes) [time: 0.002 ms, acc_time: 798.053 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D63(0x7f636709aa00) <- H63(0x557092f8eb40), 200 bytes) [time: 0.003 ms, acc_time: 798.056 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D64(0x7f636709ac00) <- H64(0x557092f8edc0), 200 bytes) [time: 0.002 ms, acc_time: 798.058 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D65(0x7f636709ae00) <- H65(0x557092f8f040), 200 bytes) [time: 0.002 ms, acc_time: 798.06 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D66(0x7f636709b000) <- H66(0x557092f8f2c0), 200 bytes) [time: 0.002 ms, acc_time: 798.062 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D67(0x7f636709b200) <- H67(0x557094130b80), 8 bytes) [time: 0.002 ms, acc_time: 798.064 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D68(0x7f636709b400) <- H68(0x557092f8f500), 4000 bytes) [time: 0.004 ms, acc_time: 798.068 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D69(0x7f636709f400) <- H69(0x557092e05c00), 100 bytes) [time: 0.002 ms, acc_time: 798.07 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D70(0x7f636709f600) <- H70(0x557092e6fd00), 100 bytes) [time: 0.002 ms, acc_time: 798.072 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D71(0x7f636709f800) <- H71(0x557092b10680), 100 bytes) [time: 0.002 ms, acc_time: 798.074 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D72(0x7f636709fa00) <- H72(0x557092b873c0), 100 bytes) [time: 0.002 ms, acc_time: 798.076 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D73(0x7f636709fc00) <- H73(0x55709414c6c0), 8 bytes) [time: 0.002 ms, acc_time: 798.078 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D74(0x7f636709fe00) <- H74(0x557092f93540), 24000 bytes) [time: 0.016 ms, acc_time: 798.094 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D75(0x7f63670c3e00) <- H75(0x557092c8e5c0), 100 bytes) [time: 0.003 ms, acc_time: 798.097 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D76(0x7f63670c4000) <- H76(0x557092d88a80), 100 bytes) [time: 0.002 ms, acc_time: 798.099 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D77(0x7f63670c4200) <- H77(0x557092dfe940), 100 bytes) [time: 0.003 ms, acc_time: 798.102 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D78(0x7f63670c4400) <- H78(0x557092df4880), 100 bytes) [time: 0.002 ms, acc_time: 798.104 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D79(0x7f63670c4600) <- H79(0x557094186100), 8 bytes) [time: 0.002 ms, acc_time: 798.106 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D80(0x7f63670c4800) <- H80(0x557092fb7900), 4000 bytes) [time: 0.004 ms, acc_time: 798.11 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D81(0x7f63670c8800) <- H81(0x557092b989c0), 100 bytes) [time: 0.003 ms, acc_time: 798.113 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D82(0x7f63670c8a00) <- H82(0x557092ce7640), 100 bytes) [time: 0.002 ms, acc_time: 798.115 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D83(0x7f63670c8c00) <- H83(0x557092d39f40), 100 bytes) [time: 0.002 ms, acc_time: 798.117 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D84(0x7f63670c8e00) <- H84(0x557092d831c0), 100 bytes) [time: 0.002 ms, acc_time: 798.119 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D85(0x7f63670c9000) <- H85(0x557092c431c0), 8 bytes) [time: 0.002 ms, acc_time: 798.121 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D86(0x7f63670c9200) <- H86(0x557092fbb940), 24000 bytes) [time: 0.015 ms, acc_time: 798.136 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D87(0x7f63670ed200) <- H87(0x557092dc84c0), 100 bytes) [time: 0.003 ms, acc_time: 798.139 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D88(0x7f63670ed400) <- H88(0x5570922ed280), 100 bytes) [time: 0.002 ms, acc_time: 798.141 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D89(0x7f63670ed600) <- H89(0x557092b90480), 100 bytes) [time: 0.002 ms, acc_time: 798.143 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D90(0x7f63670ed800) <- H90(0x557092d074c0), 100 bytes) [time: 0.002 ms, acc_time: 798.145 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D91(0x7f63670eda00) <- H91(0x557092e2d300), 8 bytes) [time: 0.002 ms, acc_time: 798.147 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D92(0x7f63670edc00) <- H92(0x557092fdf980), 4000 bytes) [time: 0.004 ms, acc_time: 798.151 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D93(0x7f63670f1c00) <- H93(0x557092de38c0), 100 bytes) [time: 0.002 ms, acc_time: 798.153 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D94(0x7f63670f1e00) <- H94(0x557092e01140), 100 bytes) [time: 0.002 ms, acc_time: 798.155 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D95(0x7f63670f2000) <- H95(0x557092e63e00), 100 bytes) [time: 0.003 ms, acc_time: 798.158 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D96(0x7f63670f2200) <- H96(0x557092e7ff40), 100 bytes) [time: 0.002 ms, acc_time: 798.16 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D97(0x7f63670f2400) <- H97(0x557092cec7c0), 8 bytes) [time: 0.002 ms, acc_time: 798.162 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D98(0x7f63670f2600) <- H98(0x557092fe39c0), 24000 bytes) [time: 0.014 ms, acc_time: 798.176 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D99(0x7f6367116600) <- H99(0x557092c89140), 100 bytes) [time: 0.003 ms, acc_time: 798.179 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D100(0x7f6367116800) <- H100(0x557092e69c00), 100 bytes) [time: 0.002 ms, acc_time: 798.181 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D101(0x7f6367116a00) <- H101(0x557093007bc0), 100 bytes) [time: 0.002 ms, acc_time: 798.183 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D102(0x7f6367116c00) <- H102(0x557093007d40), 100 bytes) [time: 0.002 ms, acc_time: 798.185 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D103(0x7f6367116e00) <- H103(0x5570942f5540), 8 bytes) [time: 0.002 ms, acc_time: 798.187 ms]

cudaStreamIsCapturing() [time: 0 ms, acc_time: 798.187 ms]

cudaMalloc(D104 (0x7f6364000000), 1400000 bytes)

cudaMemcpyAsync(cudaMemcpyHostToDevice) D104(0x7f6364000000) <- H104(0x557093008080), 120000 bytes) [time: 0.092 ms, acc_time: 798.279 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D105(0x7f6367117000) <- H105(0x557093128400), 400 bytes) [time: 0.004 ms, acc_time: 798.283 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D106(0x7f6367117400) <- H106(0x557093128a40), 400 bytes) [time: 0.003 ms, acc_time: 798.286 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D107(0x7f6367117800) <- H107(0x557093129000), 400 bytes) [time: 0.003 ms, acc_time: 798.289 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D108(0x7f6367117c00) <- H108(0x557093129440), 400 bytes) [time: 0.002 ms, acc_time: 798.291 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D109(0x7f6367118000) <- H109(0x5570940af300), 8 bytes) [time: 0.002 ms, acc_time: 798.293 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D110(0x7f6367118200) <- H110(0x557093129a40), 20000 bytes) [time: 0.013 ms, acc_time: 798.306 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D111(0x7f6367138200) <- H111(0x557093149e00), 200 bytes) [time: 0.003 ms, acc_time: 798.309 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D112(0x7f6367138400) <- H112(0x55709314a240), 200 bytes) [time: 0.002 ms, acc_time: 798.311 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D113(0x7f6367138600) <- H113(0x55709314a700), 200 bytes) [time: 0.002 ms, acc_time: 798.313 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D114(0x7f6367138800) <- H114(0x55709314a9c0), 200 bytes) [time: 0.002 ms, acc_time: 798.315 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D115(0x7f6367138a00) <- H115(0x5570941b1780), 8 bytes) [time: 0.002 ms, acc_time: 798.317 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D116(0x7f6367138c00) <- H116(0x55709314af40), 20000 bytes) [time: 0.012 ms, acc_time: 798.329 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D117(0x7f6367158c00) <- H117(0x55709316b2c0), 10000 bytes) [time: 0.01 ms, acc_time: 798.339 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D118(0x7f6367168c00) <- H118(0x55709317b540), 40000 bytes) [time: 0.021 ms, acc_time: 798.36 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D119(0x7f63671a8c00) <- H119(0x5570931bb780), 400 bytes) [time: 0.003 ms, acc_time: 798.363 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D120(0x7f63671a9000) <- H120(0x5570931bbe40), 400 bytes) [time: 0.003 ms, acc_time: 798.366 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D121(0x7f63671a9400) <- H121(0x5570931bc400), 400 bytes) [time: 0.002 ms, acc_time: 798.368 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D122(0x7f63671a9800) <- H122(0x5570931bc900), 400 bytes) [time: 0.002 ms, acc_time: 798.37 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D123(0x7f63671a9c00) <- H123(0x5570933150c0), 8 bytes) [time: 0.002 ms, acc_time: 798.372 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D124(0x7f63671a9e00) <- H124(0x5570931bd000), 400 bytes) [time: 0.002 ms, acc_time: 798.374 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D125(0x7f63671aa200) <- H125(0x5570931bd7c0), 400 bytes) [time: 0.003 ms, acc_time: 798.377 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D126(0x7f63671aa600) <- H126(0x5570931bde00), 400 bytes) [time: 0.003 ms, acc_time: 798.38 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D127(0x7f63671aaa00) <- H127(0x5570931be300), 400 bytes) [time: 0.002 ms, acc_time: 798.382 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D128(0x7f63671aae00) <- H128(0x5570940f3900), 8 bytes) [time: 0.002 ms, acc_time: 798.384 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D129(0x7f63671ab000) <- H129(0x5570931bea00), 10000 bytes) [time: 0.009 ms, acc_time: 798.393 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D130(0x7f63671bb000) <- H130(0x5570931cedc0), 200 bytes) [time: 0.003 ms, acc_time: 798.396 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D131(0x7f63671bb200) <- H131(0x5570931cf200), 200 bytes) [time: 0.002 ms, acc_time: 798.398 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D132(0x7f63671bb400) <- H132(0x5570931cf6c0), 200 bytes) [time: 0.002 ms, acc_time: 798.4 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D133(0x7f63671bb600) <- H133(0x5570931cf980), 200 bytes) [time: 0.002 ms, acc_time: 798.402 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D134(0x7f63671bb800) <- H134(0x55709314ae80), 8 bytes) [time: 0.002 ms, acc_time: 798.404 ms]

cudaStreamIsCapturing() [time: 0 ms, acc_time: 798.404 ms]

cudaMalloc(D135 (0x7f6365400000), 200000 bytes)

cudaMemcpyAsync(cudaMemcpyHostToDevice) D135(0x7f6365400000) <- H135(0x5570931cff00), 90000 bytes) [time: 0.044 ms, acc_time: 798.448 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D136(0x7f63671bba00) <- H136(0x557093260280), 200 bytes) [time: 0.004 ms, acc_time: 798.452 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D137(0x7f63671bbc00) <- H137(0x557093260700), 200 bytes) [time: 0.002 ms, acc_time: 798.454 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D138(0x7f63671bbe00) <- H138(0x557093260b40), 200 bytes) [time: 0.002 ms, acc_time: 798.456 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D139(0x7f63671bc000) <- H139(0x557093260e40), 200 bytes) [time: 0.002 ms, acc_time: 798.458 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D140(0x7f63671bc200) <- H140(0x5570931cfe40), 8 bytes) [time: 0.002 ms, acc_time: 798.46 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D141(0x7f63671bc400) <- H141(0x557093261380), 10000 bytes) [time: 0.01 ms, acc_time: 798.47 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D142(0x7f63671cc400) <- H142(0x557093271780), 200 bytes) [time: 0.003 ms, acc_time: 798.473 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D143(0x7f63671cc600) <- H143(0x557093271b40), 200 bytes) [time: 0.002 ms, acc_time: 798.475 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D144(0x7f63671cc800) <- H144(0x557093272000), 200 bytes) [time: 0.002 ms, acc_time: 798.477 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D145(0x7f63671cca00) <- H145(0x5570932722c0), 200 bytes) [time: 0.002 ms, acc_time: 798.479 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D146(0x7f63671ccc00) <- H146(0x5570941b17c0), 8 bytes) [time: 0.002 ms, acc_time: 798.481 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D147(0x7f6365490000) <- H147(0x557093272840), 90000 bytes) [time: 0.042 ms, acc_time: 798.523 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D148(0x7f63671cce00) <- H148(0x557093302bc0), 200 bytes) [time: 0.003 ms, acc_time: 798.526 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D149(0x7f63671cd000) <- H149(0x557093303000), 200 bytes) [time: 0.002 ms, acc_time: 798.528 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D150(0x7f63671cd200) <- H150(0x557093303440), 200 bytes) [time: 0.002 ms, acc_time: 798.53 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D151(0x7f63671cd400) <- H151(0x557093303700), 200 bytes) [time: 0.002 ms, acc_time: 798.532 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D152(0x7f63671cd600) <- H152(0x557093272780), 8 bytes) [time: 0.002 ms, acc_time: 798.534 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D153(0x7f63671cd800) <- H153(0x557093303c80), 10000 bytes) [time: 0.009 ms, acc_time: 798.543 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D154(0x7f63671dd800) <- H154(0x557093314040), 200 bytes) [time: 0.003 ms, acc_time: 798.546 ms]

cudaMemcpyAsync(cudaMemcpyHostToDevice) D155(0x7f63671dda00) <- H155(0x557093314480), 200 bytes) [time: 0.002 ms, acc_time: 798.548 ms]

